2025-08-01 15:15:01.919 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.ui], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.umbra], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unityanalytics], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequest], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestassetbundle], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestaudio], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequesttexture], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.vr], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.subsystems], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.ext.nunit], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal-config], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.2d.common], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.203 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.204 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.204 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.rendering.light-transport], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.204 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.204 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2025-08-02 20:17:01.781 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-02 20:17:01.781 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-02 20:17:03.545 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:17:12.166 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:17:12.167 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-02 20:17:12.167 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:17:12.167 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.disable-splash-screen], Result: [granted: False, group: (null)]
2025-08-02 20:17:12.167 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [3518185e38844b6eaecfad8cdd766dd9], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-02 22:04:51.754 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 22:04:52.619 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 00:03:57.518 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 00:03:58.663 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 02:03:34.112 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 02:03:35.069 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 04:03:33.515 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 04:03:34.403 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 06:03:11.282 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 06:03:12.216 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 08:02:35.855 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 08:02:36.761 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 10:02:38.497 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 10:02:39.640 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 12:02:14.852 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 12:02:15.660 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 14:02:07.604 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 14:02:08.376 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 16:02:08.192 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 16:02:08.985 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 18:01:25.757 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-03 18:01:26.630 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
